Date,Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage
7/16/2023,Container Ship,Transoceanic,Steam Turbine,Critical,21.98751738,1026.271167,51.60485638,14.65315793,Rough,1577.534886,116183.5995,489102.8051,67.58188107,1.092559395,0.647965568,8,96.31242674
7/23/2023,Bulk Carrier,Long-haul,Steam Turbine,Good,24.60499996,2871.570505,1692.21851,14.32277381,Calm,1378.128876,304087.124,437723.3847,63.64137778,0.175031484,1.207096413,7,90.74977835
7/30/2023,Container Ship,Coastal,Heavy Fuel Oil (HFO),Fair,22.32906364,1399.79,1389.266028,10.81156118,Rough,627.63599,190872.652,538517.647,41.78268812,1.217430864,1.372101073,5,85.51991952
8/6/2023,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),None,12.21385508,1450.314708,1854.90833,14.94111313,Moderate,1288.421244,484256.111,392054.5025,37.41492649,0.425755581,0.617750519,2,73.09056094
8/13/2023,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Fair,12.70487852,2643.753207,802.7301993,7.995495083,Rough,1578.885598,437659.1528,324718.4492,27.17488339,0.32047611,1.366837893,2,81.35524437
8/20/2023,Fish Carrier,Transoceanic,Diesel,Critical,10.99478423,2861.10198,1312.491274,10.49562836,Moderate,1154.256871,485992.5613,875407.9129,23.21858715,0.755989266,0.783613146,3,53.80564305
8/27/2023,Fish Carrier,Long-haul,Diesel,Critical,24.02265427,1728.523219,1529.222052,6.171682502,Calm,647.4355072,265798.493,569624.0234,31.47809216,0.583632084,1.237644984,7,56.29075192
9/3/2023,Container Ship,Coastal,Steam Turbine,Good,19.1434862,2320.598827,1428.909282,10.04625229,None,1982.701154,266628.1717,417885.4768,21.06138309,0.368478268,0.641152232,7,95.63172446
9/10/2023,Tanker,Long-haul,Heavy Fuel Oil (HFO),Good,24.83618815,616.020679,355.7967211,14.19648617,Rough,608.6819698,253353.178,602844.8648,69.14631533,0.990229226,1.087664586,2,75.72660794
9/17/2023,Container Ship,Long-haul,Steam Turbine,Fair,13.40752804,2551.473,440.6002267,7.156626677,Calm,737.2365234,39590.44604,748379.0603,57.52103454,0.184569229,0.501693252,4,95.30610159
9/24/2023,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,23.31833381,2708.09667,982.1253192,5.937998537,Moderate,1929.250985,264110.5699,982917.3317,61.06038563,0.11625891,1.452495804,3,82.40766509
10/1/2023,Fish Carrier,Short-haul,Steam Turbine,Good,11.44289229,864.7077126,1781.366051,8.096185959,Calm,1752.552489,327757.6908,627127.9523,51.63750866,1.064076659,0.665166741,4,57.75815944
10/8/2023,Container Ship,Short-haul,Diesel,Critical,21.89234528,1181.995135,246.3614232,5.519280496,Moderate,1756.402341,140819.5513,468415.2863,70.98304768,0.559797779,1.132064532,7,95.75557914
10/15/2023,Container Ship,Transoceanic,Diesel,Fair,17.58567024,2411.351587,1911.187454,8.215765266,Moderate,1388.907946,125814.0462,488842.3982,27.30623604,1.295807171,1.063761328,4,81.31213763
10/22/2023,Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Good,11.34726199,621.9715103,1453.682955,6.586166804,Moderate,1518.365287,464202.4693,201890.1446,48.70425159,0.654874988,1.32533758,2,96.60607366
10/29/2023,None,Short-haul,Steam Turbine,Critical,10.56086072,502.5369195,1564.854079,13.207949,Calm,1725.208561,208357.4016,867578.0802,37.04343754,1.026306747,1.205626472,9,66.55290555
11/5/2023,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,23.84584014,1352.104108,630.9132656,7.696058646,Rough,1154.237823,348560.1109,778284.9491,29.40384124,0.366485289,1.115525465,9,83.75303443
11/12/2023,Bulk Carrier,Long-haul,Diesel,Critical,10.54192011,1095.793762,497.4645186,9.601556679,Rough,906.4789865,173243.5137,185005.1591,62.9873333,1.303210832,1.089934935,1,51.72344293
11/19/2023,Container Ship,Coastal,Diesel,Good,18.64181763,1401.97994,232.8256301,8.282414985,Moderate,1509.150419,410673.0782,348009.1059,41.23321016,0.750720132,1.489347243,8,60.90426268
11/26/2023,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Critical,17.73075868,1322.758053,925.1577641,6.280743186,Calm,846.8749961,480339.3501,348700.0106,26.84787544,0.222132966,0.991677347,4,98.65971748
12/3/2023,Container Ship,Long-haul,Diesel,Critical,16.49453768,1057.297204,536.4753391,11.17991917,Calm,1438.532505,403069.4046,622512.4306,65.49533278,0.126350317,1.227007464,8,88.54609529
12/10/2023,Container Ship,None,Heavy Fuel Oil (HFO),Good,20.38333847,2112.338256,1568.97164,9.77914157,Rough,78.08151808,457742.4618,898071.7015,27.6528702,1.246483583,0.549703716,1,97.29267874
12/17/2023,Tanker,Coastal,Steam Turbine,Fair,12.41440188,1923.534691,959.0685318,12.67797739,Calm,1004.619421,22296.20936,862101.8091,39.04882448,0.62932883,0.954217973,1,75.10360933
12/24/2023,Tanker,Transoceanic,Steam Turbine,Good,24.17581404,2275.466212,1529.877317,13.37448561,None,347.8108405,368449.5525,421995.7585,54.7294908,0.704218717,1.191968116,4,62.99307813
12/31/2023,Bulk Carrier,None,Diesel,Fair,22.21379885,2411.956079,628.2986945,5.143841986,Moderate,251.3480296,164668.9076,187495.6548,35.41992158,0.7761522,1.180146228,3,99.33951001
1/7/2024,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),None,15.98787651,1354.190876,1049.833419,13.20503576,Calm,1412.227307,175179.601,274443.5433,35.93133142,1.187385285,1.076077754,2,57.21914905
1/14/2024,Container Ship,Transoceanic,Steam Turbine,Fair,14.49846303,745.6688306,272.2800749,11.31493459,Moderate,1581.631864,183551.7798,110609.8262,70.8857399,0.874735467,0.591817428,1,72.34713853
1/21/2024,Bulk Carrier,Long-haul,Diesel,Critical,17.13820532,2602.750421,924.4373041,11.03507481,Moderate,841.4164549,376122.906,453249.2258,71.07637779,1.424075303,0.999630713,6,95.12448187
1/28/2024,Fish Carrier,Transoceanic,Diesel,Good,14.23681047,2498.80446,1128.779169,8.759365348,Rough,309.7770753,107572.5703,236690.363,54.45983094,0.567039537,1.456790041,3,78.87586493
2/4/2024,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Fair,13.69522663,562.5274457,1170.43179,11.15701909,Rough,548.6424841,429621.0082,298678.8751,16.93694663,0.567248549,1.384326258,1,51.54367898
2/11/2024,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Good,13.38688145,2486.459959,1259.420474,12.06783429,Calm,1085.632146,85969.85706,427358.1631,13.60205235,0.598195309,1.150410519,7,54.3881716
2/18/2024,None,Long-haul,Diesel,Fair,10.21117584,2824.335234,69.81139831,11.03830487,Moderate,225.8790522,293171.4066,844402.2992,44.87734116,0.420833847,0.901563734,6,66.02997538
2/25/2024,Bulk Carrier,Short-haul,Steam Turbine,Good,21.44127158,1883.379245,482.8823937,11.57062878,Rough,364.7734983,420651.4621,226159.6988,20.35598053,1.415588574,1.108020301,9,61.84181614
3/3/2024,Tanker,Transoceanic,Diesel,Critical,15.90857114,1760.117814,1418.583062,8.097300649,Rough,1234.590925,455125.975,645054.6195,62.3536546,1.113270456,1.344265223,7,88.95285282
3/10/2024,Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,24.33422055,928.1765914,279.0334249,11.24272679,Moderate,798.0783387,88825.58486,467933.0546,16.80453604,1.400151069,1.422443451,2,67.03507263
3/17/2024,Bulk Carrier,Short-haul,Steam Turbine,Good,19.64165223,538.4089297,740.5003837,5.115513603,Rough,1503.051883,399654.9151,321871.0535,27.4786228,0.616002613,0.560822224,1,83.23087047
3/24/2024,Container Ship,Transoceanic,Diesel,Good,24.20073681,1116.736138,846.4833156,11.6807745,Moderate,58.51911282,385399.4592,385010.5047,46.99724228,1.258255195,0.809868703,5,87.03390536
3/31/2024,Container Ship,Transoceanic,Steam Turbine,Good,24.70138233,2094.129097,284.9813398,7.218715774,Rough,1289.242695,125553.3906,213843.8638,46.67354505,0.63029469,0.71180982,8,70.94111426
4/7/2024,None,Transoceanic,Diesel,Critical,13.21339873,689.7822481,1048.508573,5.519977929,Moderate,1376.916682,224214.2051,545395.2274,61.61176748,0.603737634,0.676217016,6,73.97654213
4/14/2024,Bulk Carrier,Transoceanic,Diesel,Critical,23.65304982,1182.882712,537.8380024,14.35655218,Calm,1620.125715,410339.3082,815170.7402,39.48722289,0.718088536,0.594248798,7,52.7543373
4/21/2024,Tanker,None,Diesel,Fair,23.5443872,2894.696721,748.2953805,6.507402746,Moderate,1911.521525,110179.0728,812245.0271,29.62319264,0.809493899,1.404825797,3,63.398917
4/28/2024,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,20.2834212,890.437103,937.6884281,10.00238878,Rough,111.9821435,488685.8933,157715.6179,62.74555931,0.724304666,0.674573273,6,54.17473997
5/5/2024,Fish Carrier,Long-haul,Steam Turbine,Good,22.8205244,556.0744151,835.7866473,14.77078203,Rough,1493.047265,146704.071,566979.762,54.90170348,1.364178737,0.598913086,4,52.30026215
5/12/2024,Container Ship,Short-haul,None,Critical,13.19723489,1944.199131,1362.576894,10.13885172,Moderate,666.2717506,251181.6134,683754.4215,59.95627982,0.730859628,0.775856489,2,85.50348934
5/19/2024,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Good,19.53217905,2268.329714,1183.846387,13.51159788,Moderate,1171.995492,127391.8148,511803.6474,34.5578683,1.416379298,0.874730822,5,70.72872468
5/26/2024,Tanker,Short-haul,Diesel,Critical,14.40143443,713.0698153,1836.340808,5.882435774,Calm,1505.283406,227637.7203,819243.9686,61.08851126,0.198693554,0.978473206,1,54.01600336
6/2/2024,None,Transoceanic,Heavy Fuel Oil (HFO),Critical,22.12578803,2633.267639,1344.246647,9.047723971,Rough,1952.555,105656.3371,392108.5574,19.91304051,0.371409162,0.886241405,9,63.13941735
6/9/2024,Container Ship,Short-haul,Diesel,Critical,22.96665999,1755.420863,188.4846125,5.342526861,Rough,941.3506667,81445.1401,848388.0218,65.58547546,0.332653447,0.874639734,9,84.24459894
6/16/2024,Container Ship,Long-haul,Steam Turbine,Good,22.62858667,2485.779348,959.8856382,13.68414272,Calm,1095.538807,405132.8272,889529.1274,12.33692613,0.613648645,0.865145038,7,51.01281108
6/23/2024,Container Ship,None,Steam Turbine,Good,23.45941896,1268.779055,1953.617671,5.635989815,Moderate,1731.994529,188272.8536,990339.358,62.53145814,0.216181584,0.754125776,6,83.44609
6/30/2024,Bulk Carrier,Long-haul,Diesel,Good,16.57005273,1103.405632,1684.479814,11.77324842,Moderate,1957.539825,392620.3907,967359.7804,12.9575834,0.429114596,1.467422132,9,73.69449124
6/4/2023,Container Ship,Long-haul,Diesel,Fair,21.17002561,759.0668717,1424.363826,6.433191789,Calm,1451.010206,340921.114,456736.3497,69.36584795,0.984738817,1.368508004,2,70.76245232
6/11/2023,Tanker,Coastal,Heavy Fuel Oil (HFO),Fair,10.75745029,779.8808657,543.1451857,6.989896577,Moderate,935.4893483,464084.8741,207787.8271,57.09702326,0.649231428,1.149412418,8,50.99080139
6/18/2023,Tanker,Coastal,Heavy Fuel Oil (HFO),Good,22.87492222,809.8590224,814.6301007,6.986495182,Rough,785.8502272,24143.06411,66957.6126,18.69561501,0.608933883,0.708809253,1,56.96871129
6/25/2023,Tanker,Long-haul,Steam Turbine,Good,20.24129186,2745.010919,828.2591466,10.00162152,Rough,845.9342737,250521.4536,658398.6231,24.84891464,0.96838141,1.047842627,5,59.39916017
7/2/2023,Container Ship,Short-haul,Steam Turbine,Fair,18.07613203,972.6006988,1811.643658,6.222665875,Calm,1339.984637,37766.10304,298870.2843,67.21878594,1.103177134,0.621360367,2,96.15406
7/9/2023,Tanker,Transoceanic,Diesel,Good,20.90886027,1845.30102,858.6060537,7.194078814,Rough,1174.89922,172845.2648,968308.7614,32.70935202,1.264572374,1.394052726,4,73.53435383
7/16/2023,Fish Carrier,Coastal,Steam Turbine,Good,12.58602563,1333.201298,1795.532535,6.618555466,Rough,1191.991847,165159.1591,595029.92,55.79077159,1.414628352,1.345437298,2,61.34850404
7/23/2023,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),None,22.37635801,1250.871125,1294.877657,5.670600287,Rough,759.5059115,36299.04136,277717.2766,20.08785293,0.752818455,0.752395764,4,59.98053326
7/30/2023,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,17.19594625,2526.318088,628.9563746,6.567807462,Calm,1687.741775,272069.9822,705478.7405,35.33788081,0.245210183,0.70810516,6,90.33359796
8/6/2023,Container Ship,Coastal,Diesel,Good,12.57405751,1828.232959,1472.234837,6.929930299,Calm,70.33052265,181304.2649,414680.3205,69.09853534,1.393975231,0.616900233,4,66.18334281
8/13/2023,Fish Carrier,Short-haul,Steam Turbine,Good,22.0539844,1804.924049,1710.044481,11.90304302,Moderate,1848.044339,194031.6,679370.085,62.67542926,1.429186925,0.928025011,7,92.20527052
8/20/2023,Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,19.85632269,2775.562041,702.520944,8.067196111,Calm,1612.952577,283563.603,489750.102,25.71126743,0.714514415,1.473825813,3,54.94594606
8/27/2023,Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,15.98707049,1712.081296,1327.857364,7.054239319,Moderate,578.0308597,42623.20333,212925.8707,51.3166408,0.365638666,0.805407798,6,89.19626865
9/3/2023,Tanker,Long-haul,Steam Turbine,Critical,21.10164047,2052.779037,706.4159825,14.78721859,Calm,1223.202214,46865.20973,980585.1116,63.44125676,0.339330475,0.899968321,4,85.85192865
9/10/2023,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,19.05822235,2512.363232,1229.956,10.27415399,Calm,819.0621998,332963.0391,619921.0089,63.14445032,0.709504332,1.090390307,8,85.85387913
9/17/2023,Tanker,Long-haul,Diesel,None,13.09222877,627.9294487,53.0084798,10.31546886,Calm,698.4957227,293644.5611,271513.056,37.41186451,1.357326747,0.676862904,2,69.45195841
9/24/2023,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,19.9181914,2213.117493,1810.568887,6.676387572,Moderate,676.9674241,378996.6799,93119.88141,31.930466,1.218120743,0.566774934,9,89.38699447
10/1/2023,Container Ship,Short-haul,Diesel,Fair,10.36873622,2770.504481,1680.662243,10.28029813,Moderate,1434.836995,333307.6897,299628.7351,19.88137535,1.190836415,1.494774386,9,58.99258583
10/8/2023,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,19.97116265,2386.498625,788.0020058,10.33047225,Moderate,792.648985,140993.9184,657328.1853,67.51859426,1.371360398,0.974748519,3,92.85233106
10/15/2023,Fish Carrier,Transoceanic,Diesel,Fair,19.70466468,628.8702397,1589.238652,9.021743428,Moderate,951.0276384,341419.0106,431699.8119,47.3935127,0.882383959,0.83320901,6,51.39789645
10/22/2023,None,Transoceanic,Steam Turbine,Fair,13.71737052,1379.659461,1009.967721,8.25383619,Rough,1303.963355,422750.4496,761831.5941,36.98895967,1.094654835,1.420491147,5,72.95635107
10/29/2023,None,Coastal,Diesel,Critical,15.03983922,839.9903244,1782.378762,9.868495189,Moderate,1130.301546,23319.53484,921544.0885,43.94107901,1.110920393,1.467585319,5,90.51001507
11/5/2023,Bulk Carrier,Short-haul,Diesel,Fair,14.87424165,1114.244732,266.8695506,6.919298002,Calm,1075.377738,84470.63054,438355.2764,14.70060464,0.783267511,1.015331214,5,89.58899386
11/12/2023,Tanker,Long-haul,Heavy Fuel Oil (HFO),None,13.67393043,995.0384882,1983.806621,11.68557087,Rough,230.5188804,169199.4122,354608.858,33.70646164,0.645054431,0.853139678,5,56.00203027
11/19/2023,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,19.4220446,2091.43394,1447.034881,10.03624262,Calm,1222.425382,306835.3151,509989.5794,40.89816718,0.615412009,1.288880295,8,83.17423479
11/26/2023,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Good,23.652629,997.0149465,144.7431058,8.308550799,Rough,561.0809277,77649.47715,849724.5899,71.81472451,1.132215955,0.707404743,6,55.00914614
12/3/2023,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,21.62608991,1255.474717,1376.072257,7.825541884,Rough,100.8012002,48116.6153,498859.5714,13.47315508,0.806268335,0.996574522,8,74.27948846
12/10/2023,Container Ship,Transoceanic,Diesel,Fair,23.67118853,1580.615626,1772.715019,12.58677515,Calm,1658.992348,182377.0345,84620.91585,29.95860406,1.029353232,1.092781779,3,54.16717861
12/17/2023,Container Ship,Short-haul,Diesel,Fair,10.79979414,2754.85217,610.0868527,14.35608613,Rough,1542.909769,236764.9961,156045.5361,49.13030628,0.438145814,0.997962776,3,72.95094355
12/24/2023,Tanker,Transoceanic,Steam Turbine,Good,21.16329518,1298.388892,1143.689036,7.480125253,Rough,1848.347739,454499.9562,374147.2688,49.8297054,1.333649578,0.695141044,4,72.99704796
12/31/2023,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,24.97203105,2015.004728,1241.116287,6.855725495,Rough,1820.91734,172666.9021,265299.9549,32.28621463,0.331700887,0.832426896,8,50.44632998
1/7/2024,Bulk Carrier,Transoceanic,Steam Turbine,Good,10.47999477,2437.594063,944.0566032,9.868966516,Rough,371.3347762,422350.8488,302288.681,63.50990092,0.755986651,0.832167287,8,89.31177527
1/14/2024,Tanker,Long-haul,Steam Turbine,Critical,13.41665215,663.2890607,158.7795488,10.73749062,Calm,808.192662,390303.3385,317274.7743,23.25726271,1.496387397,1.261262361,5,89.33134035
1/21/2024,Container Ship,Coastal,Steam Turbine,Fair,11.03445016,626.8832676,784.5807309,12.74328962,Moderate,1647.819363,198856.7314,244211.6543,36.93344141,0.343920827,1.473778293,1,78.35732083
1/28/2024,Fish Carrier,Short-haul,Diesel,Critical,17.27041694,2490.386237,436.3274591,13.62296334,Calm,1143.159725,220679.4031,901429.5336,44.87158322,0.506371061,0.963515818,6,62.53479809
2/4/2024,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,11.28465963,2678.416983,1273.129909,12.72401974,Moderate,697.0877014,305945.199,558365.8258,21.96943778,0.863852407,0.844865639,1,92.83144493
2/11/2024,Fish Carrier,Long-haul,Diesel,Good,18.73837648,2016.900245,1939.037798,7.475492965,Calm,1046.383274,247605.4529,662827.165,39.18141609,0.141255079,0.992495707,1,59.96395272
2/18/2024,Tanker,Short-haul,Steam Turbine,Fair,24.55909807,1807.858972,930.4113417,7.543430225,Calm,1815.939505,83774.57584,616885.7599,49.3081947,0.605815203,0.517576506,9,78.24980992
2/25/2024,None,Transoceanic,Heavy Fuel Oil (HFO),Good,13.41286182,2516.998668,620.4910798,14.02627433,Moderate,1443.356546,338395.7847,630451.1966,13.05793578,1.237746824,1.441974354,5,58.11601779
3/3/2024,None,Long-haul,Heavy Fuel Oil (HFO),Good,21.08670185,1267.707133,274.0970832,5.619539877,None,1257.515677,132942.3478,757049.8286,58.80044907,1.469340762,1.356075088,4,74.47488413
3/10/2024,Container Ship,Long-haul,Diesel,Critical,15.20070076,2225.340795,1035.073458,6.060804022,Moderate,1243.188165,290295.9694,562172.9473,17.60690687,0.983685227,1.06242073,3,58.23427806
3/17/2024,Fish Carrier,Short-haul,Steam Turbine,Critical,23.59697504,1553.166132,516.685186,13.68206387,Rough,1999.126697,134720.0385,81900.20379,63.50561135,0.894581792,0.597902441,4,75.31938536
3/24/2024,Container Ship,Long-haul,Diesel,Critical,23.98867985,1817.002537,399.4597063,6.808089872,Moderate,314.4970928,84833.22327,499495.0628,14.61307822,0.507047453,1.009213707,4,90.00318132
3/31/2024,Bulk Carrier,Short-haul,Diesel,Good,16.50614239,1387.277061,1417.259825,5.983360812,Calm,685.7087446,291192.7507,684546.0708,34.55833598,0.752978456,0.951702862,6,53.52730522
4/7/2024,Bulk Carrier,Coastal,Steam Turbine,Critical,20.54688985,878.1141785,925.9795185,10.17901278,Calm,1879.975567,156015.3957,445412.4261,30.75816749,0.50296679,0.544420142,5,58.63578624
4/14/2024,Bulk Carrier,Short-haul,Steam Turbine,Critical,18.71638269,706.8389339,1141.2851,11.42255819,Calm,1830.49764,486961.4023,266967.1611,23.01294618,1.331978061,0.769155457,5,78.72629509
4/21/2024,Bulk Carrier,Short-haul,Steam Turbine,Fair,20.91535746,1005.142098,997.0965718,6.347835365,Rough,1212.989607,179889.1531,793734.7087,54.96775325,0.138448952,1.273974985,7,51.6963479
4/28/2024,Bulk Carrier,Coastal,Diesel,Good,21.92290155,533.7235376,200.6367164,9.326767291,Rough,353.7778631,388103.3074,724006.7782,62.40628594,1.436598161,1.306796591,9,83.14320693
5/5/2024,None,None,Heavy Fuel Oil (HFO),Critical,15.68381429,1263.797214,1298.660186,9.505865082,Calm,863.1740992,119648.6876,496344.9472,33.87051998,1.476889615,1.073859783,7,52.69921459
5/12/2024,Tanker,Long-haul,Steam Turbine,Critical,20.50875108,1250.949013,871.5150973,5.508937119,Calm,375.7368732,122265.223,127566.4386,40.2963328,0.537510137,0.735687771,6,88.26230615
5/19/2024,Fish Carrier,Coastal,Steam Turbine,Critical,14.45584758,1289.751066,1621.147514,6.013078793,Rough,1233.326294,144692.3763,985558.4795,47.94376026,0.141120613,1.459810899,2,51.53708161
5/26/2024,Tanker,Short-haul,None,Good,12.57653734,2470.767437,1467.147726,12.51180046,Calm,174.2075126,295835.1959,760587.1294,51.95063089,1.286261607,1.30737614,3,97.2303718
6/2/2024,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Critical,19.25133324,2468.347421,504.1595213,10.48890123,Calm,635.6391385,343286.575,349784.868,56.72316104,0.972321009,0.637186075,9,92.39435652
6/9/2024,Fish Carrier,Transoceanic,Diesel,Good,11.82029272,1522.7168,1760.037165,13.91515532,Rough,1681.621038,471998.0702,788990.461,59.74447625,0.816239536,0.506395671,4,79.33492138
6/16/2024,Tanker,Transoceanic,Diesel,Fair,19.3830087,646.6558067,821.0121081,12.08163991,Moderate,989.4285565,44666.65195,363518.3942,34.02266033,0.161019025,0.789701033,7,90.89735503
6/23/2024,Bulk Carrier,Transoceanic,Diesel,Fair,22.82042933,1921.614769,886.8076561,11.41161018,Calm,1326.075189,271972.3882,953330.631,45.62575476,1.024578905,1.041456136,1,50.52160587
6/30/2024,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,23.63784257,2939.567397,68.90637977,13.54024488,Calm,859.6348136,355829.9472,309248.1151,22.22002802,0.790450723,1.219591067,9,52.79270235
6/4/2023,Bulk Carrier,None,Heavy Fuel Oil (HFO),Good,18.60152188,2425.606606,1650.911708,14.66929038,Moderate,1554.649964,438237.7681,424283.9259,20.2332596,1.092857568,1.255218774,3,61.24498197
6/11/2023,Tanker,Long-haul,Steam Turbine,Critical,12.61271933,2232.270837,1574.264584,5.706317857,Rough,1109.45192,408855.7704,997830.742,61.59975824,0.451392645,0.698850808,7,95.06214525
6/18/2023,Container Ship,None,Steam Turbine,Good,12.31123129,2459.657069,1193.274491,5.750181577,Moderate,1636.495896,50354.54285,257428.0138,67.05164523,0.197693093,0.793961276,4,85.70650042
6/25/2023,Bulk Carrier,Transoceanic,Steam Turbine,Critical,12.46337701,887.2817002,1409.08484,9.384356982,None,1970.881062,366225.0318,269752.0349,45.03425673,0.318556634,0.692599861,1,98.31823659
7/2/2023,Fish Carrier,None,Heavy Fuel Oil (HFO),Critical,22.2576417,1307.000463,155.3301853,12.6760472,Moderate,497.198915,154345.8663,309382.823,60.15194339,0.855973615,1.023390993,9,75.62878036
7/9/2023,Fish Carrier,Short-haul,Diesel,Critical,13.34155121,1581.514958,579.8218903,6.467813597,Rough,1789.995577,454120.2105,690754.4798,39.07871583,0.483327865,1.291206862,6,60.7687495
7/16/2023,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Fair,17.63550488,591.2080645,1553.649417,7.631591982,Moderate,139.0353637,214912.7183,664574.4883,66.92186141,0.642627422,1.416710609,4,50.70646096
7/23/2023,Tanker,Transoceanic,Heavy Fuel Oil (HFO),Fair,13.82161561,1215.131727,1990.130754,7.880688506,Rough,67.0796374,144006.5833,764424.2909,47.94589704,0.211707141,0.980995557,6,81.07512557
7/30/2023,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Critical,15.7046721,1550.747256,1177.177122,12.33023504,Calm,147.3323829,484031.7126,321469.9864,70.64277123,0.167502531,0.514434578,5,75.84290458
8/6/2023,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,22.19690032,2222.216885,359.2644789,9.1946293,Moderate,1794.682245,12087.71299,105015.3235,67.5953982,0.157447585,0.567474961,6,58.73175698
8/13/2023,Bulk Carrier,Short-haul,Diesel,Fair,19.96328987,725.7499136,126.42202,10.31035019,Rough,1194.925274,252193.4105,220009.6887,68.18158825,0.364715044,0.781187931,9,90.40311779
8/20/2023,Container Ship,Short-haul,Diesel,Good,19.9499667,840.8326821,99.47541559,12.53541584,Calm,1849.419558,31328.64196,600939.0678,41.59982699,0.144908554,0.657756418,9,94.28315973
8/27/2023,Fish Carrier,None,Diesel,Good,20.66901199,1855.364908,933.3607043,14.49940939,Moderate,988.9866579,391604.6836,103120.5638,15.1156889,1.200027591,0.785542814,2,72.70012825
9/3/2023,Tanker,Long-haul,Steam Turbine,Fair,24.72018633,2757.792271,542.9269901,8.734819694,Calm,1150.470718,499224.5613,331167.7851,17.02891432,0.150830811,0.643096643,1,98.1422152
9/10/2023,Container Ship,Coastal,Heavy Fuel Oil (HFO),Fair,10.05860954,1266.382825,980.9388803,7.127197415,Rough,1157.814433,81720.796,884452.1793,21.22322994,0.297553995,1.318880637,4,89.79625251
9/17/2023,Container Ship,Long-haul,Diesel,None,12.58981695,2538.461597,1827.940165,8.628166622,Rough,431.8946683,228037.3376,286589.271,30.11001394,1.188472545,1.289067712,2,70.7469706
9/24/2023,Tanker,Transoceanic,Steam Turbine,Fair,23.14308628,1503.316064,1463.932565,12.92217408,Rough,1571.960642,197842.8182,539293.19,62.23279259,0.998916864,0.629299981,8,50.83719703
10/1/2023,Container Ship,Long-haul,Diesel,Critical,13.84120886,2398.75768,818.5137061,11.92175357,Rough,1527.914656,185652.5709,369480.3822,22.65756957,0.345469142,1.216393255,9,68.32928092
10/8/2023,Container Ship,None,Diesel,Fair,16.01976378,2429.750427,615.345745,5.338047119,Calm,1135.56301,98734.75264,397745.6044,60.52192396,0.608175184,0.994294615,4,71.25210462
10/15/2023,Container Ship,Transoceanic,Diesel,Fair,16.34671011,1252.811152,1553.880272,10.71729898,Moderate,668.6318403,476918.623,487060.5095,46.2482885,0.65610694,1.022280008,3,59.7423129
10/22/2023,Bulk Carrier,Transoceanic,Diesel,Critical,15.4172276,2532.903814,1603.803218,5.329098033,Calm,428.1992084,282378.8665,512327.1841,64.02744081,0.250721842,0.981440182,8,81.49880978
10/29/2023,Fish Carrier,Transoceanic,Diesel,Good,23.78842668,727.6751778,1042.659154,8.751348686,Moderate,370.644524,148031.8496,590782.6243,62.05077976,1.089983405,1.195476042,8,73.81575556
11/5/2023,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,16.19906009,2678.321026,510.2610238,6.004060188,Moderate,346.6859927,205791.9045,202519.134,15.00524372,0.92095229,0.725591331,6,92.94425442
11/12/2023,Tanker,Short-haul,None,Critical,21.16867192,789.5610926,474.9258365,6.920469653,None,1505.594017,82070.4053,312436.6952,51.45419186,0.223342246,0.550395425,9,76.93062197
